     149  0.0025    0.63
     150  0.0025    0.63
     151  0.0025    0.63
     152  0.0025    0.62
     153  0.0025    0.62
     154  0.0025     0.6
     155  0.0025    0.55
     156  0.0025     0.5
     157  0.0025    0.46
     158  0.0025    0.41
     159  0.0025    0.35
     160  0.0025    0.28
     161  0.0025    0.21
     162  0.0025    0.15
     163  0.0025    0.08
     164  0.0025    0.01
     165  0.0025       0
     166  0.0025    0.15
     167  0.0025    0.31
     168  0.0025    0.46
     169  0.0025    0.61
     170  0.0025    0.73
     171  0.0025    0.72
     172  0.0025    0.72
     173  0.0025    0.71
     174  0.0025     0.7
     175  0.0025     0.7
     176  0.0025    0.69
     177  0.0025    0.65
     178  0.0025    0.59
     179  0.0025    0.54
     180  0.0025    0.49
     181  0.0025    0.43
     182  0.0025    0.38
     183  0.0025    0.33
     184  0.0025    0.27
     185  0.0025    0.22
     186  0.0025    0.32
     187  0.0025    0.41
     188  0.0025     0.5
     189  0.0025     0.6
     190  0.0025    0.69
     191  0.0025     0.8
     192  0.0025    0.92
     193  0.0025    1.04
     194  0.0025    1.15
     195  0.0025    1.27
     196  0.0025    1.35
     197  0.0025    1.39
     198  0.0025    1.43
     199  0.0025    1.48
     200  0.0025    1.52
     201  0.0025    1.57
     202  0.0025    1.61
     203  0.0025    1.66
     204  0.0025     1.7
     205  0.0025    1.72
     206  0.0025    1.74
     207  0.0025    1.76
     208  0.0025    1.78
     209  0.0025    1.79
     210  0.0025    1.82
     211  0.0025    1.86
     212  0.0025     1.9
     213  0.0025    1.94
     214  0.0025    1.97
     215  0.0025    2.01
     216  0.0025    1.99
     217  0.0025    1.92
     218  0.0025    1.85
     219  0.0025    1.78
     220  0.0025     1.7
     221  0.0025    1.64
     222  0.0025    1.62
     223  0.0025    1.59
     224  0.0025    1.57
     225  0.0025    1.54
     226  0.0025    1.52
     227  0.0025    1.49
     228  0.0025    1.47
     229  0.0025    1.44
     230  0.0025    1.42
     231  0.0025    1.45
     232  0.0025    1.48
     233  0.0025    1.51
     234  0.0025    1.54
     235  0.0025    1.56
     236  0.0025    1.53
     237  0.0025    1.49
     238  0.0025    1.45
     239  0.0025     1.4
     240  0.0025    1.36
     241  0.0025    1.34
     242  0.0025    1.33
     243  0.0025    1.33
     244  0.0025    1.32
     245  0.0025    1.31
     246  0.0025     1.3
     247  0.0025    1.28
     248  0.0025    1.26
     249  0.0025    1.24
     250  0.0025    1.22
     251  0.0025     1.2
     252  0.0025    1.23
     253  0.0025    1.25
     254  0.0025    1.28
     255  0.0025     1.3
     256  0.0025    1.33
     257  0.0025    1.35
     258  0.0025    1.37
     259  0.0025    1.39
     260  0.0025    1.41
     261  0.0025    1.43
     262  0.0025    1.44
     263  0.0025    1.46
     264  0.0025    1.47
     265  0.0025    1.49
     266  0.0025    1.52
     267  0.0025    1.54
     268  0.0025    1.57
     269  0.0025     1.6
     270  0.0025    1.62
     271  0.0025    1.66
     272  0.0025     1.7
     273  0.0025    1.75
     274  0.0025    1.79
     275  0.0025    1.83
     276  0.0025    1.87
     277  0.0025    1.89
     278  0.0025    1.92
     279  0.0025    1.95
     280  0.0025    1.98
     281  0.0025       2
     282  0.0025    2.02
     283  0.0025    2.04
     284  0.0025    2.06
     285  0.0025    2.08
     286  0.0025    2.11
     287  0.0025    2.17
     288  0.0025    2.23
     289  0.0025    2.28
     290  0.0025    2.34
     291  0.0025     2.4
     292  0.0025    2.46
     293  0.0025    2.44
     294  0.0025    2.38
     295  0.0025    2.31
     296  0.0025    2.25
     297  0.0025    2.18
     298  0.0025    2.13
     299  0.0025    2.09
     300  0.0025    2.06
     301  0.0025    2.02
     302  0.0025    1.98
     303  0.0025    1.95
     304  0.0025    1.92
     305  0.0025    1.89
     306  0.0025    1.86
     307  0.0025    1.83
     308  0.0025    1.81
     309  0.0025     1.8
     310  0.0025    1.79
     311  0.0025    1.78
     312  0.0025    1.76
     313  0.0025    1.75
     314  0.0025    1.74
     315  0.0025    1.73
     316  0.0025    1.72
     317  0.0025    1.71
     318  0.0025     1.7
     319  0.0025    1.68
     320  0.0025    1.68
     321  0.0025    1.69
     322  0.0025    1.69
     323  0.0025    1.69
     324  0.0025     1.7
     325  0.0025     1.7
     326  0.0025    1.72
     327  0.0025    1.74
     328  0.0025    1.76
     329  0.0025    1.78
     330  0.0025     1.8
     331  0.0025    1.82
     332  0.0025    1.84
     333  0.0025    1.87
     334  0.0025    1.92
     335  0.0025    1.96
     336  0.0025    2.01
     337  0.0025    2.05
     338  0.0025     2.1
     339  0.0025    2.13
     340  0.0025    2.17
     341  0.0025    2.21
     342  0.0025    2.24
     343  0.0025    2.28
     344  0.0025     2.3
     345  0.0025    2.32
     346  0.0025    2.34
     347  0.0025    2.36
     348  0.0025    2.38
     349  0.0025    2.41
     350  0.0025    2.43
     351  0.0025    2.46
     352  0.0025    2.48
     353  0.0025    2.51
     354  0.0025    2.53
     355  0.0025    2.54
     356  0.0025    2.56
     357  0.0025    2.57
     358  0.0025    2.59
     359  0.0025     2.6
     360  0.0025    2.61
     361  0.0025    2.64
     362  0.0025    2.66
     363  0.0025    2.69
     364  0.0025    2.72
     365  0.0025    2.75
     366  0.0025    2.78
     367  0.0025    2.82
     368  0.0025    2.85
     369  0.0025    2.89
     370  0.0025    2.93
     371  0.0025    2.96
     372  0.0025    2.99
     373  0.0025    3.01
     374  0.0025    3.04
     375  0.0025    3.07
     376  0.0025    3.09
     377  0.0025    3.12
     378  0.0025    3.14
     379  0.0025    3.17
     380  0.0025    3.19
     381  0.0025    3.21
     382  0.0025    3.24
     383  0.0025    3.26
     384  0.0025    3.29
     385  0.0025    3.31
     386  0.0025    3.34
     387  0.0025    3.36
     388  0.0025    3.39
     389  0.0025    3.42
     390  0.0025    3.45
     391  0.0025    3.48
     392  0.0025    3.51
     393  0.0025    3.54
     394  0.0025    3.56
     395  0.0025    3.58
     396  0.0025    3.59
     397  0.0025    3.61
     398  0.0025    3.64
     399  0.0025    3.69
     400  0.0025    3.73
     401  0.0025    3.78
     402  0.0025    3.82
     403  0.0025    3.87
     404  0.0025    3.91
     405  0.0025    3.96
     406  0.0025       4
     407  0.0025    4.04
     408  0.0025    4.09
     409  0.0025    4.12
     410  0.0025    4.15
     411  0.0025    4.19
     412  0.0025    4.22
     413  0.0025    4.25
     414  0.0025    4.31
     415  0.0025    4.37
     416  0.0025    4.44
     417  0.0025    4.51
     418  0.0025    4.57
     419  0.0025    4.63
     420  0.0025    4.68
     421  0.0025    4.73
     422  0.0025    4.77
