     423  0.0025    4.82
     424  0.0025    4.88
     425  0.0025    4.96
     426  0.0025    5.03
     427  0.0025    5.11
     428  0.0025    5.19
     429  0.0025    5.26
     430  0.0025    5.34
     431  0.0025    5.41
     432  0.0025    5.49
     433  0.0025    5.56
     434  0.0025    5.64
     435  0.0025    5.69
     436  0.0025    5.75
     437  0.0025     5.8
     438  0.0025    5.85
     439  0.0025    5.91
     440  0.0025    5.96
     441  0.0025    6.02
     442  0.0025    6.08
     443  0.0025    6.14
     444  0.0025     6.2
     445  0.0025    6.26
     446  0.0025    6.32
     447  0.0025    6.38
     448  0.0025    6.43
     449  0.0025    6.49
     450  0.0025    6.55
     451  0.0025    6.59
     452  0.0025    6.64
     453  0.0025    6.68
     454  0.0025    6.73
     455  0.0025    6.77
     456  0.0025    6.82
     457  0.0025    6.86
     458  0.0025    6.91
     459  0.0025    6.96
     460  0.0025       7
     461  0.0025    7.05
     462  0.0025    7.08
     463  0.0025    7.12
     464  0.0025    7.15
     465  0.0025    7.18
     466  0.0025    7.22
     467  0.0025    7.25
     468  0.0025    7.29
     469  0.0025    7.33
     470  0.0025    7.38
     471  0.0025    7.42
     472  0.0025    7.46
     473  0.0025     7.5
     474  0.0025    7.54
     475  0.0025    7.58
     476  0.0025    7.61
     477  0.0025    7.65
     478  0.0025    7.69
     479  0.0025    7.73
     480  0.0025    7.75
     481  0.0025    7.78
     482  0.0025    7.81
     483  0.0025    7.83
     484  0.0025    7.85
     485  0.0025    7.84
     486  0.0025    7.83
     487  0.0025    7.82
     488  0.0025    7.89
     489  0.0025    7.95
     490  0.0025    7.99
     491  0.0025    7.97
     492  0.0025    7.99
     493  0.0025       8
     494  0.0025    8.05
     495  0.0025    8.09
     496  0.0025    8.11
     497  0.0025    8.17
     498  0.0025    8.15
     499  0.0025    8.27
