386,0.0025,8.06
387,0.0025,8.16
388,0.0025,8.26
389,0.0025,8.25
390,0.0025,8.23
391,0.0025,8.22
392,0.0025,8.21
393,0.0025,8.19
394,0.0025,8.18
395,0.0025,8.08
396,0.0025,7.98
397,0.0025,7.88
398,0.0025,7.79
399,0.0025,7.69
400,0.0025,7.7
401,0.0025,7.72
402,0.0025,7.75
403,0.0025,7.77
404,0.0025,7.79
405,0.0025,7.81
406,0.0025,7.84
407,0.0025,7.86
408,0.0025,7.89
409,0.0025,7.96
410,0.0025,8.02
411,0.0025,8.09
412,0.0025,8.16
413,0.0025,8.23
414,0.0025,8.3
415,0.0025,8.34
416,0.0025,8.39
417,0.0025,8.44
418,0.0025,8.49
419,0.0025,8.54
420,0.0025,8.59
421,0.0025,8.64
422,0.0025,8.69
423,0.0025,8.74
424,0.0025,8.81
425,0.0025,8.89
426,0.0025,8.97
427,0.0025,9.05
428,0.0025,9.14
429,0.0025,9.22
430,0.0025,9.31
431,0.0025,9.4
432,0.0025,9.49
433,0.0025,9.58
434,0.0025,9.67
435,0.0025,9.77
436,0.0025,9.86
437,0.0025,9.95
438,0.0025,10.04
439,0.0025,10.13
440,0.0025,10.22
441,0.0025,10.3
442,0.0025,10.31
443,0.0025,10.31
444,0.0025,10.3
445,0.0025,10.3
446,0.0025,10.3
447,0.0025,10.32
448,0.0025,10.36
449,0.0025,10.39
450,0.0025,10.43
451,0.0025,10.46
452,0.0025,10.5
453,0.0025,10.54
454,0.0025,10.57
455,0.0025,10.61
456,0.0025,10.64
457,0.0025,10.67
458,0.0025,10.7
459,0.0025,10.73
460,0.0025,10.76
461,0.0025,10.78
462,0.0025,10.78
463,0.0025,10.78
464,0.0025,10.79
465,0.0025,10.79
466,0.0025,10.79
467,0.0025,10.79
468,0.0025,10.8
469,0.0025,10.8
470,0.0025,10.8
471,0.0025,10.79
472,0.0025,10.78
473,0.0025,10.77
474,0.0025,10.76
475,0.0025,10.75
476,0.0025,10.74
477,0.0025,10.73
478,0.0025,10.73
479,0.0025,10.74
480,0.0025,10.78
481,0.0025,10.82
482,0.0025,10.86
483,0.0025,10.9
484,0.0025,10.92
485,0.0025,10.89
486,0.0025,10.87
487,0.0025,10.84
488,0.0025,10.81
489,0.0025,10.79
490,0.0025,10.79
491,0.0025,10.78
492,0.0025,10.78
493,0.0025,10.78
494,0.0025,10.78
495,0.0025,10.77
496,0.0025,10.77
497,0.0025,10.75
498,0.0025,10.7
499,0.0025,10.65
500,,10.61
501,,10.56
502,,10.5
503,,10.43
504,,10.36
505,,10.3
506,,10.23
507,,10.16
508,,10.15
509,,10.3
510,,10.46
511,,10.61
512,,10.76
513,,10.88
514,,10.87
515,,10.87
516,,10.86
517,,10.85
518,,10.85
519,,10.84
520,,10.8
521,,10.74
522,,10.69
523,,10.64
524,,10.58
525,,10.53
526,,10.48
527,,10.42
528,,10.37
529,,10.47
530,,10.56
531,,10.65
532,,10.75
533,,10.84
534,,10.95
535,,11.07
536,,11.19
537,,11.3
538,,11.42
539,,11.5
540,,11.54
541,,11.58
542,,11.63
543,,11.67
544,,11.72
545,,11.76
546,,11.81
547,,11.85
548,,11.87
549,,11.89
550,,11.91
551,,11.93
552,,11.94
553,,11.97
554,,12.01
555,,12.05
556,,12.09
557,,12.12
558,,12.16
559,,12.14
560,,12.07
561,,12
562,,11.93
563,,11.85
564,,11.79
565,,11.77
566,,11.74
567,,11.72
568,,11.69
569,,11.67
570,,11.64
571,,11.62
572,,11.59
573,,11.57
574,,11.6
575,,11.63
576,,11.66
577,,11.69
578,,11.71
579,,11.68
580,,11.64
581,,11.6
582,,11.55
583,,11.51
584,,11.49
585,,11.48
586,,11.48
587,,11.47
588,,11.46
589,,11.45
590,,11.43
591,,11.41
592,,11.39
593,,11.37
594,,11.35
595,,11.38
596,,11.4
597,,11.43
598,,11.45
599,,11.48
600,,11.5
601,,11.52
602,,11.54
603,,11.56
604,,11.58
605,,11.59
606,,11.61
607,,11.62
608,,11.64
609,,11.67
610,,11.69
611,,11.72
612,,11.75
613,,11.77
614,,11.81
615,,11.85
616,,11.9
617,,11.94
618,,11.98
619,,12.02
620,,12.04
621,,12.07
622,,12.1
623,,12.13
624,,12.15
625,,12.17
626,,12.19
627,,12.21
628,,12.23
629,,12.26
630,,12.32
631,,12.38
632,,12.43
633,,12.49
634,,12.55
635,,12.61
636,,12.59
637,,12.53
638,,12.46
639,,12.4
640,,12.33
641,,12.28
642,,12.24
643,,12.21
644,,12.17
645,,12.13
646,,12.1
647,,12.07
648,,12.04
649,,12.01
650,,11.98
651,,11.96
652,,11.95
653,,11.94
654,,11.93
655,,11.91
656,,11.9
657,,11.89
658,,11.88
659,,11.87
660,,11.86
661,,11.85
662,,11.83
663,,11.83
664,,11.84
665,,11.84
666,,11.84
667,,11.85
668,,11.85
669,,11.87
670,,11.89
671,,11.91
672,,11.93
673,,11.95
674,,11.97
675,,11.99
676,,12.02
677,,12.07
678,,12.11
679,,12.16
680,,12.2
681,,12.25
682,,12.28
683,,12.32
684,,12.36
685,,12.39
686,,12.43
687,,12.45
688,,12.47
689,,12.49
690,,12.51
691,,12.53
692,,12.56
693,,12.58
694,,12.61
695,,12.63
696,,12.66
697,,12.68
698,,12.69
699,,12.71
700,,12.72
701,,12.74
702,,12.75
703,,12.76
704,,12.79
705,,12.81
706,,12.84
707,,12.87
708,,12.9
709,,12.93
710,,12.97
711,,13
712,,13.04
713,,13.08
714,,13.11
715,,13.14
716,,13.16
717,,13.19
718,,13.22
719,,13.24
720,,13.27
721,,13.29
722,,13.32
723,,13.34
724,,13.36
725,,13.39
726,,13.41
727,,13.44
728,,13.46
729,,13.49
730,,13.51
731,,13.54
732,,13.57
733,,13.6
734,,13.63
735,,13.66
736,,13.69
737,,13.71
738,,13.73
739,,13.74
740,,13.76
741,,13.79
742,,13.84
743,,13.88
744,,13.93
745,,13.97
746,,14.02
747,,14.06
748,,14.11
749,,14.15
750,,14.19
751,,14.24
752,,14.27
753,,14.3
754,,14.34
755,,14.37
756,,14.4
757,,14.46
758,,14.52
759,,14.59
760,,14.66
761,,14.72
762,,14.78
763,,14.83
764,,14.88
765,,14.92
766,,14.97
767,,15.03
768,,15.11
769,,15.18
770,,15.26
771,,15.34
772,,15.41
773,,15.49
774,,15.56
775,,15.64
776,,15.71
777,,15.79
778,,15.84
779,,15.9
780,,15.95
781,,16
782,,16.06
783,,16.11
784,,16.17
785,,16.23
786,,16.29
787,,16.35
788,,16.41
789,,16.47
790,,16.53
791,,16.58
792,,16.64
793,,16.7
794,,16.74
795,,16.79
796,,16.83
797,,16.88
798,,16.92
799,,16.97
800,,17.01
801,,17.06
802,,17.11
803,,17.15
804,,17.2
805,,17.23
806,,17.27
807,,17.3
808,,17.33
809,,17.37
810,,17.4
811,,17.44
812,,17.48
813,,17.53
814,,17.57
815,,17.61
816,,17.65
817,,17.69
818,,17.73
819,,17.76
820,,17.8
821,,17.84
822,,17.88
823,,17.9
824,,17.93
825,,17.96
826,,17.98
827,,18
828,,17.99
829,,17.98
830,,17.97
831,,18.04
832,,18.1
833,,18.14
834,,18.12
835,,18.14
836,,18.15
837,,18.2
838,,18.24
839,,18.26
840,,18.32
841,,18.3
842,,18.42
