0,0.0025,0.04
1,0.0025,0.05
2,0.0025,0.06
3,0.0025,0.08
4,0.0025,0.09
5,0.0025,0.1
6,0.0025,0.11
7,0.0025,0.08
8,0.0025,0.06
9,0.0025,0.04
10,0.0025,0.02
11,0.0025,0
12,0.0025,0.02
13,0.0025,0.04
14,0.0025,0.06
15,0.0025,0.08
16,0.0025,0.1
17,0.0025,0.12
18,0.0025,0.12
19,0.0025,0.11
20,0.0025,0.1
21,0.0025,0.08
22,0.0025,0.07
23,0.0025,0.07
24,0.0025,0.1
25,0.0025,0.14
26,0.0025,0.18
27,0.0025,0.22
28,0.0025,0.26
29,0.0025,0.3
30,0.0025,0.39
31,0.0025,0.48
32,0.0025,0.58
33,0.0025,0.67
34,0.0025,0.77
35,0.0025,0.76
36,0.0025,0.71
37,0.0025,0.66
38,0.0025,0.61
39,0.0025,0.55
40,0.0025,0.56
41,0.0025,0.6
42,0.0025,0.65
43,0.0025,0.7
44,0.0025,0.75
45,0.0025,0.79
46,0.0025,0.84
47,0.0025,0.88
48,0.0025,0.9
49,0.0025,0.92
50,0.0025,0.94
51,0.0025,0.96
52,0.0025,0.97
53,0.0025,0.94
54,0.0025,0.91
55,0.0025,0.87
56,0.0025,0.84
57,0.0025,0.81
58,0.0025,0.79
59,0.0025,0.78
60,0.0025,0.76
61,0.0025,0.74
62,0.0025,0.73
63,0.0025,0.7
64,0.0025,0.66
65,0.0025,0.62
66,0.0025,0.58
67,0.0025,0.55
68,0.0025,0.54
69,0.0025,0.57
70,0.0025,0.6
71,0.0025,0.62
72,0.0025,0.65
73,0.0025,0.68
74,0.0025,0.66
75,0.0025,0.64
76,0.0025,0.61
77,0.0025,0.59
78,0.0025,0.56
79,0.0025,0.55
80,0.0025,0.57
81,0.0025,0.58
82,0.0025,0.59
83,0.0025,0.61
84,0.0025,0.62
85,0.0025,0.63
86,0.0025,0.62
87,0.0025,0.61
88,0.0025,0.61
89,0.0025,0.6
90,0.0025,0.59
91,0.0025,0.62
92,0.0025,0.66
93,0.0025,0.7
94,0.0025,0.74
95,0.0025,0.78
96,0.0025,0.82
97,0.0025,0.86
98,0.0025,0.9
99,0.0025,0.93
100,0.0025,0.97
101,0.0025,1.01
102,0.0025,1
103,0.0025,0.99
104,0.0025,0.97
105,0.0025,0.96
106,0.0025,0.95
107,0.0025,0.95
108,0.0025,0.96
109,0.0025,0.97
110,0.0025,0.97
111,0.0025,0.98
112,0.0025,1.01
113,0.0025,1.05
114,0.0025,1.09
115,0.0025,1.14
116,0.0025,1.18
117,0.0025,1.23
118,0.0025,1.27
119,0.0025,1.31
120,0.0025,1.36
121,0.0025,1.41
122,0.0025,1.47
123,0.0025,1.52
124,0.0025,1.58
125,0.0025,1.64
126,0.0025,1.71
127,0.0025,1.81
128,0.0025,1.9
129,0.0025,2
130,0.0025,2.1
131,0.0025,2.19
132,0.0025,2.29
133,0.0025,2.31
134,0.0025,2.32
135,0.0025,2.34
136,0.0025,2.36
137,0.0025,2.37
138,0.0025,2.4
139,0.0025,2.44
140,0.0025,2.48
141,0.0025,2.51
142,0.0025,2.55
143,0.0025,2.59
144,0.0025,2.69
145,0.0025,2.79
146,0.0025,2.89
147,0.0025,2.99
148,0.0025,3.09
149,0.0025,3.08
150,0.0025,3.07
151,0.0025,3.06
152,0.0025,3.05
153,0.0025,3.04
154,0.0025,3.03
155,0.0025,3.01
156,0.0025,2.99
157,0.0025,2.97
158,0.0025,2.95
159,0.0025,2.93
160,0.0025,3
161,0.0025,3.12
162,0.0025,3.24
163,0.0025,3.36
164,0.0025,3.48
165,0.0025,3.5
166,0.0025,3.46
167,0.0025,3.41
168,0.0025,3.36
169,0.0025,3.31
170,0.0025,3.32
171,0.0025,3.37
172,0.0025,3.42
173,0.0025,3.48
174,0.0025,3.53
175,0.0025,3.58
176,0.0025,3.71
177,0.0025,3.83
178,0.0025,3.96
179,0.0025,4.09
180,0.0025,4.21
181,0.0025,4.48
182,0.0025,4.75
183,0.0025,5.03
184,0.0025,5.3
185,0.0025,5.58
186,0.0025,5.74
187,0.0025,5.87
188,0.0025,5.99
189,0.0025,6.12
190,0.0025,6.24
191,0.0025,6.33
192,0.0025,6.39
193,0.0025,6.46
194,0.0025,6.52
195,0.0025,6.59
196,0.0025,6.63
197,0.0025,6.67
198,0.0025,6.71
